Block	TrialType	Trial	Signal	Response	RT	SSD	keyDuration	keyDuration_startSyched	keyRT	feedback_ms	vert	feedback_synched
3	main	290	1	1	0.783958907937631	1	0.7919984488980845	0.7727042789338157	-0.019294169964268804	27.295721066184385	4.269223119588569	16.04109206236903
3	main	291	1	1	0.8026289619738236	1	0.8159944660728797	0.7907827669987455	-0.02521169907413423	9.217233001254543	4.549212504751049	2.6289619738235626
3	main	292	1	1	0.8341508370358497	1	0.8399955390486866	0.8182451110333204	-0.021750428015366197	18.245111033320384	5.0221512403711674	34.15083703584965
3	main	293	0	0	NaN	0.5250000000000001	0.8399955390486866	0.8182451110333204	-0.021750428015366197	18.245111033320384	0.38500000000000156	34.15083703584965
3	main	294	1	1	0.7652289610123262	1	0.7680083609884605	0.7486840429482982	-0.019324318040162325	51.315957051701886	3.9882701805233953	34.77103898767386
3	main	295	1	1	0.8006701120175421	1	0.808161991997622	0.7945002070628107	-0.013661784934811294	5.499792937189385	4.51988638040144	0.6701120175420794
3	main	296	1	1	0.8316966999555007	1	0.8399994740029797	0.8157479029614478	-0.02425157104153186	15.74790296144779	4.985258829654194	31.69669995550062
3	main	297	1	1	0.816498987027444	1	0.831990965991281	0.807850624085404	-0.024140341905876994	7.850624085403934	4.757354169958271	16.498987027443903
3	main	298	1	1	0.7671754290349782	1	0.7839991520158947	0.7555458900751546	-0.02845326194074005	44.45410992484544	4.01741848105099	32.82457096502189
3	main	299	1	1	0.7832919099600986	1	0.7760066349292174	0.7678303049178794	-0.008176330011337996	32.16969508212064	4.2592047091946	16.708090039901478
3	main	300	1	1	0.8172151070320979	1	0.824007548042573	0.8043058250332251	-0.019701723009347916	4.305825033225075	4.768078404702246	17.215107032097833
4	main	301	1	1	0.8003241820260882	1	0.7999985119095072	0.7880388429621235	-0.011959668947383761	11.96115703787659	4.514753515939228	0.32418202608819335
4	main	302	0	0	NaN	0.55	0.7999985119095072	0.7880388429621235	-0.011959668947383761	11.96115703787659	0.7599999999999998	0.32418202608819335
4	main	303	1	1	0.8171218009665608	1	0.8319918049965054	0.8096290309913456	-0.022362774005159736	9.6290309913456	4.766684289895929	17.121800966560798
4	main	304	1	1	0.833796723978594	1	0.8400032580830157	0.8202197880018502	-0.019783470081165433	20.219788001850205	5.016832060171291	33.7967239785939
