Block	TrialType	Trial	Signal	Response	RT	SSD	keyDuration	keyDuration_startSyched	keyRT	feedback_ms	vert	feedback_synched
1	practice	1	1	1	0.8670914609992906	1	0.8880137859996466	0.8620289779992163	-0.02598480800043035	62.02897799921625	5.516256879998545	67.09146099929053
1	practice	2	0	1	0.13282316200002242	0.5	0.15999859800012928	0.12588678400061326	-0.034111813999516016	62.02897799921625	-5.497813339991117	67.09146099929053
1	main	1	1	1a002525	1	0.8240138159999333	0.8091746540003442	-0.014839161999589123	9.174654000344118	4.718533809998698	13.909790000252498
1	main	71	0	0	NaN	0.55	0.8240138159999333	0.8091746540003442	-0.014839161999589123	9.174654000344118	0.7599999999999998	13.909790000252498
1	main	72	1	1	0.7675168850000773	1	0.7681140929998946	0.7577361690000544	-0.010377923999840277	42.26383099994568	4.022617435005268	32.48311499992273
1	main	73	1	1	0.7836179849991822	1	0.8001264160002393	0.7825469419994988	-0.017579474000740447	17.45305800050123	4.264162869992797	16.382015000817816
1	main	74	1	1	0.783685952000269	1	0.7920181099998445	0.7723491550004837	-0.01966895499936072	27.65084499951631	4.265162455001482	16.314047999731017
1	main	75	0	1	0.8167357169995739	0.5750000000000001	0.8241305569999895	0.8102298129997507	-0.013900744000238774	27.65084499951631	1.1350000000000016	16.314047999731017
1	main	76	1	1	0.850480017999871	1	0.8560012269999788	0.8357702450002762	-0.020230981999702635	35.77024500027615	5.267053990003442	50.48001799987101
1	main	77	1	1	0.8329336080005305	1	0.8560327599998345	0.8280022970002392	-0.02803046299959533	28.002297000239153	5.0038716700035	32.93360800053047
1	main	78	1	1	0.8169896409999637	1	0.8320337260001907	0.8124393709995275	-0.0195943550006632	12.43937099952741	4.764709690000709	16.989640999963697
1	main	79	1	1	0.7838977979999981	1	0.8000004639998224	0.7712938320000831	-0.02870663199973933	28.706167999916985	4.268274354997411	16.102202000001895
1	main	80	1	1	0.8655038030001379	1	0.8800072230005753	0.8649419300008958	-0.015065292999679514	64.94193000089577	5.492392360004269	65.50380300013781
